date,generacion_total_programada_redespacho,generacion_total_programada_despacho,generacion_total_real,importacion_programada_redespacho,importacion__real,exportacion_programada_redespacho,exportacion__real,disponibilidad_real,demanda_no_atendida,costo_marginal_promedio_redespacho,aportes_hidricos,volumen_util_diario,volumen,id
"'2015-05-21 00:00:00'",192.66,ND,188.8,0.55,0.61,1.45,1.39,12209.83,25.88,241.63,256.66,6791.44,8127.57,598
"'2015-05-22 00:00:00'",191.39,ND,186.85,0.64,0.59,1.04,1.34,12511.03,286.86,250.82,174.85,6819.73,8155.84,599
"'2015-05-23 00:00:00'",178.55,ND,178.91,0.32,0.38,0.41,0.44,12474.6,1.84,238.86,149.22,6833.96,8170.09,600
"'2015-05-24 00:00:00'",160.31,ND,161.11,0.84,0.97,0.62,0.63,12518.5,74.65,218.41,130.23,6845.53,8181.67,601
"'2015-05-25 00:00:00'",187.88,ND,183.51,0.41,0.45,1.9,2.08,11884.16,20.18,294.09,213.83,6910.27,8246.41,602
"'2015-05-26 00:00:00'",191.08,ND,189.5,0.04,0.07,1.96,1.99,12043.93,18.4,311.31,163.64,6928.29,8264.40,603
"'2015-05-27 00:00:00'",190.07,ND,188.21,0.17,0.2,1.11,1.19,12214.88,115.63,391.3,152.74,6938.92,8275.05,604
"'2015-05-28 00:00:00'",189.15,ND,184.49,0.2,0.26,0.76,0.81,12174.06,ND,420.65,168.06,6976.56,8312.71,605
"'2015-05-29 00:00:00'",191.48,ND,184.5,0.07,0.11,2.9,2.42,12217.85,48.07,ND,307.33,7125.52,8461.63,606
"'2015-05-30 00:00:00'",178.26,ND,172.84,0.0,0.0,0.42,0.51,12433.45,14.9,394.74,376.17,7323.84,8659.96,607
"'2015-05-31 00:00:00'",159.86,ND,156.25,0.0,0.0,0.64,0.71,12403.62,583.42,226.84,249.81,7429.61,8765.75,608
"'2015-06-01 00:00:00'",187.9,ND,183.94,0.0,0.0,2.53,2.5,12498.68,681.01,254.03,216.79,7480.21,8816.33,609
"'2015-06-02 00:00:00'",189.87,ND,184.59,0.0,0.0,1.68,1.49,12670.32,893.8,240.94,186.46,7485.80,8821.94,610
"'2015-06-03 00:00:00'",188.24,ND,186.31,0.0,0.0,1.31,1.04,12877.09,791.01,240.63,175.85,7512.36,8848.48,611
"'2015-06-04 00:00:00'",187.89,ND,188.12,0.0,0.0,0.0,0.04,12851.63,366.11,223.53,221.12,7560.17,8896.27,612
"'2015-06-05 00:00:00'",188.36,ND,185.9,0.0,0.0,0.0,0.05,12748.7,365.78,215.39,267.55,7667.24,9003.34,613
"'2015-06-06 00:00:00'",178.1,ND,176.91,0.0,0.0,0.0,0.06,12676.48,482.84,195.45,200.32,7723.30,9059.41,614
"'2015-06-07 00:00:00'",158.86,ND,155.35,0.0,0.0,0.0,0.08,13011.29,393.96,180.26,165.85,7786.02,9122.13,615
"'2015-06-08 00:00:00'",159.31,ND,155.73,0.0,0.09,0.0,0.14,13064.11,686.8,176.11,164.51,7854.87,9190.99,616
"'2015-06-09 00:00:00'",185.91,ND,179.68,0.0,0.11,0.0,0.14,12713.76,87.17,189.43,222.79,7939.18,9275.29,617
"'2015-06-10 00:00:00'",188.92,ND,183.34,0.0,0.11,0.0,0.14,12251.5,163.2,182.15,215.55,8004.03,9340.14,618
"'2015-06-11 00:00:00'",187.75,ND,184.24,0.34,0.41,0.0,0.14,12175.32,18.26,244.66,218.15,8074.13,9417.25,619
"'2015-06-12 00:00:00'",187.36,ND,186.99,0.55,0.63,0.0,0.12,11986.47,657.04,219.79,153.57,8093.54,9438.57,620
"'2015-06-13 00:00:00'",176.15,ND,177.49,0.32,0.38,0.12,0.23,12006.75,34.98,176.14,216.22,8165.42,9510.43,621
"'2015-06-14 00:00:00'",157.32,ND,157.14,1.07,1.13,0.09,0.16,11728.13,8.4,164.68,179.16,8222.04,9567.07,622
"'2015-06-15 00:00:00'",158.37,ND,159.39,0.95,0.98,0.75,0.71,11820.27,406.42,194.55,195.15,8281.96,9626.98,623
"'2015-06-16 00:00:00'",184.22,ND,186.09,0.74,0.08,0.99,0.0,12366.82,14.39,237.97,182.85,8309.37,9654.41,624
"'2015-06-17 00:00:00'",186.2,ND,188.72,0.66,0.57,0.0,0.0,12051.0,24.77,245.38,140.23,8297.83,9642.86,625
"'2015-06-18 00:00:00'",188.67,ND,190.57,0.12,0.11,0.0,0.16,12028.02,92.07,228.34,182.64,8335.89,9680.92,626
"'2015-06-19 00:00:00'",187.83,ND,190.47,0.61,0.48,0.0,0.0,12568.86,67.76,238.68,227.91,8428.03,9773.06,627
"'2015-06-20 00:00:00'",178.25,ND,182.33,0.66,0.63,0.0,0.0,12327.23,118.75,181.33,193.27,8486.81,9831.82,628
"'2015-06-21 00:00:00'",160.78,ND,159.88,0.12,0.07,0.0,0.0,12508.08,451.05,134.44,184.19,8543.57,9888.55,629
"'2015-06-22 00:00:00'",183.05,ND,184.36,0.0,0.0,0.0,0.0,12804.12,441.33,173.33,363.30,8751.51,10096.55,630
"'2015-06-23 00:00:00'",186.28,ND,187.36,0.31,0.31,0.0,0.0,12857.39,95.88,160.73,304.30,8881.08,10226.10,631
"'2015-06-24 00:00:00'",187.59,ND,189.47,0.0,0.0,0.0,0.0,12717.71,102.78,177.98,261.96,8964.98,10310.00,632
"'2015-06-25 00:00:00'",187.89,ND,189.72,0.0,0.0,0.0,0.0,12523.72,5.8,199.69,352.04,9137.20,10482.22,633
"'2015-06-26 00:00:00'",187.81,ND,189.74,0.0,0.0,0.64,0.89,12658.11,31.47,189.81,373.26,9337.23,10682.25,634
"'2015-06-27 00:00:00'",178.5,ND,177.18,0.0,0.0,0.23,0.32,12866.71,58.9,164.21,342.30,9500.07,10845.08,635
"'2015-06-28 00:00:00'",159.2,ND,156.1,0.0,0.0,0.16,0.15,12390.93,17.92,105.77,312.08,9628.11,10973.12,636
"'2015-06-29 00:00:00'",160.33,ND,160.65,0.06,0.0,1.28,1.48,12530.47,25.33,150.44,273.14,9740.20,11085.21,637
"'2015-06-30 00:00:00'",181.76,ND,183.82,0.0,0.0,1.4,1.3,12560.65,2.75,179.25,196.15,9771.12,11116.16,638
"'2015-07-01 00:00:00'",181.95,ND,187.44,0.0,0.0,0.84,0.83,12517.79,22.05,175.55,173.34,9800.34,11145.36,639
"'2015-07-02 00:00:00'",180.12,ND,187.85,0.0,0.0,0.83,0.91,12438.84,122.91,165.85,150.72,9790.81,11135.83,640
"'2015-07-03 00:00:00'",181.42,ND,188.91,0.0,0.0,0.6,0.7,12659.0,152.26,177.1,128.06,9765.05,11110.07,641
"'2015-07-04 00:00:00'",173.33,ND,178.98,0.23,0.28,0.0,0.09,12364.52,53.33,194.18,134.37,9763.27,11108.28,642
"'2015-07-05 00:00:00'",156.0,ND,160.09,0.0,0.0,0.0,0.13,11677.95,184.45,200.83,144.79,9786.04,11131.08,643
"'2015-07-06 00:00:00'",181.48,ND,178.48,0.37,0.29,0.2,0.27,11735.02,43.42,240.59,140.94,9786.69,11131.72,644
"'2015-07-07 00:00:00'",183.93,ND,184.69,ND,ND,ND,ND,12422.42,ND,ND,ND,ND,ND,645
"'2015-07-08 00:00:00'",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,646
"'2015-07-09 00:00:00'",185.41,ND,185.6,ND,ND,ND,ND,12298.16,397.49,240.87,ND,ND,ND,647
"'2015-07-10 00:00:00'",187.58,ND,188.91,0.0,0.0,0.15,0.27,12025.76,47.1,236.58,151.67,9779.13,11124.29,648
"'2015-07-11 00:00:00'",175.21,ND,178.33,0.52,0.0,0.73,0.31,12399.64,1689.36,ND,166.00,9783.99,11129.14,649
"'2015-07-12 00:00:00'",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,650
"'2015-07-13 00:00:00'",185.6,ND,187.72,0.79,0.56,0.19,0.0,12346.66,427.55,197.09,111.88,9750.01,11095.16,651
"'2015-07-14 00:00:00'",188.54,ND,190.72,0.35,0.26,1.16,1.25,11973.15,53.3,215.61,99.08,9699.61,11044.76,652
"'2015-07-15 00:00:00'",188.85,ND,186.74,0.25,0.32,0.73,0.74,12053.46,105.51,226.29,245.68,9805.69,11150.84,653
"'2015-07-16 00:00:00'",188.26,ND,186.5,0.56,0.66,0.48,0.58,11714.38,22.17,253.04,265.12,9928.03,11273.19,654
"'2015-07-17 00:00:00'",188.49,ND,187.18,0.62,0.61,0.62,0.67,12062.74,92.9,249.12,202.24,9993.08,11338.24,655
"'2015-07-18 00:00:00'",178.79,ND,174.83,0.32,0.34,0.1,0.17,12001.1,313.88,290.58,240.14,10098.69,11443.83,656
"'2015-07-19 00:00:00'",159.11,ND,153.09,1.08,1.02,0.11,0.2,11869.74,40.95,195.6,213.40,10189.15,11534.32,657
"'2015-07-20 00:00:00'",159.84,ND,157.55,0.3,0.37,1.08,1.13,11959.27,1.7,169.09,260.41,10314.53,11659.67,658
"'2015-07-21 00:00:00'",185.19,ND,183.3,0.0,0.0,0.9,1.19,12415.1,68.94,181.79,233.64,10399.35,11744.49,659
"'2015-07-22 00:00:00'",188.74,ND,186.07,0.4,0.4,1.12,1.15,12341.49,8.07,164.22,325.81,10560.40,11905.55,660
"'2015-07-23 00:00:00'",190.44,ND,187.95,0.05,0.05,3.03,3.1,12553.95,5.96,183.31,254.77,10647.40,11992.55,661
"'2015-07-24 00:00:00'",189.39,ND,187.66,0.0,0.05,1.85,1.54,12985.65,ND,139.8,215.00,10699.95,12045.11,662
"'2015-07-25 00:00:00'",176.15,ND,177.17,0.77,0.77,0.08,0.1,12720.89,144.6,136.91,156.69,10689.98,12035.14,663
"'2015-07-26 00:00:00'",156.86,ND,159.85,1.06,1.06,0.0,0.0,12738.06,536.28,143.88,133.06,10679.41,12024.56,664
"'2015-07-27 00:00:00'",183.55,ND,186.95,1.04,1.14,1.16,1.19,12977.09,7.59,185.24,218.05,10717.23,12062.37,665
"'2015-07-28 00:00:00'",185.92,ND,188.56,0.82,0.5,0.57,0.53,13027.12,79.66,151.53,210.27,10740.98,12086.11,666
"'2015-07-29 00:00:00'",187.72,ND,188.92,0.24,0.37,0.51,0.46,12733.47,318.36,199.89,259.38,10774.68,12119.82,667
"'2015-07-30 00:00:00'",186.37,ND,186.07,0.78,0.88,0.3,0.37,13054.89,102.74,148.48,338.15,10859.54,12204.70,668
"'2015-07-31 00:00:00'",185.77,ND,185.56,1.1,1.12,0.2,0.26,13317.79,115.63,151.58,268.83,10890.50,12235.65,669
"'2015-08-01 00:00:00'",177.01,ND,175.7,1.05,1.02,0.09,0.08,13171.0,36.84,147.93,222.56,10937.97,12283.12,670
"'2015-08-02 00:00:00'",159.07,ND,159.27,0.54,0.43,0.0,0.0,13022.7,83.1,123.08,167.50,10952.00,12297.17,671
"'2015-08-03 00:00:00'",184.78,ND,187.21,0.36,0.38,1.03,1.08,13007.18,9.86,143.17,153.67,10932.38,12277.54,672
"'2015-08-04 00:00:00'",188.13,ND,190.92,0.0,0.0,0.83,1.15,12707.16,27.99,177.68,162.47,10914.41,12259.57,673
"'2015-08-05 00:00:00'",188.82,ND,193.07,0.29,0.28,1.64,1.53,12671.77,13.71,200.09,146.56,10875.57,12220.72,674
"'2015-08-06 00:00:00'",191.71,ND,195.64,0.0,0.0,3.9,3.58,12944.23,34.34,190.59,125.03,10829.14,12174.28,675
"'2015-08-07 00:00:00'",167.43,ND,173.07,0.0,0.0,2.58,2.69,12938.21,1702.97,145.06,124.84,10807.52,12152.64,676
"'2015-08-08 00:00:00'",177.22,ND,173.73,0.0,0.0,0.75,0.6,12726.93,1.43,178.48,162.68,10818.96,12164.12,677
"'2015-08-09 00:00:00'",160.57,ND,153.59,0.0,0.0,0.62,0.28,12953.62,222.01,167.88,211.72,10897.00,12242.15,678
"'2015-08-10 00:00:00'",186.45,ND,183.81,0.0,0.0,0.59,0.56,13176.83,1.07,198.88,166.55,10911.56,12256.70,679
"'2015-08-11 00:00:00'",191.11,ND,187.77,0.0,0.0,2.49,1.8,12503.25,5.92,203.29,166.97,10920.48,12265.64,680
"'2015-08-12 00:00:00'",190.73,ND,192.57,0.0,0.0,1.11,1.11,12585.95,25.47,187.54,121.46,10880.57,12225.71,681
"'2015-08-13 00:00:00'",190.13,ND,190.59,0.0,0.0,0.72,0.69,12409.53,160.29,182.24,155.59,10875.03,12220.20,682
"'2015-08-14 00:00:00'",189.37,ND,190.32,0.0,0.0,0.0,0.06,12450.6,150.49,207.68,217.29,10914.61,12259.77,683
"'2015-08-15 00:00:00'",178.49,ND,179.84,0.0,0.0,0.6,0.57,12149.8,7.69,197.96,226.11,10933.84,12278.98,684
"'2015-08-16 00:00:00'",158.26,ND,157.5,0.58,0.58,0.0,0.0,12044.5,446.29,ND,354.60,11020.35,12365.51,685
"'2015-08-17 00:00:00'",158.09,ND,161.72,0.92,0.93,0.71,0.87,11975.12,20.95,159.26,252.75,11035.92,12381.06,686
"'2015-08-18 00:00:00'",188.35,ND,186.18,0.21,0.21,0.74,1.08,12263.32,13.5,149.23,286.62,11120.16,12465.31,687
"'2015-08-19 00:00:00'",190.58,ND,192.05,0.82,0.88,0.98,1.61,12456.97,12.89,152.03,179.09,11132.08,12477.23,688
"'2015-08-20 00:00:00'",190.35,ND,193.49,0.0,0.04,0.83,0.9,12331.4,12.05,157.99,215.53,11160.19,12505.35,689
"'2015-08-21 00:00:00'",189.92,ND,193.12,0.0,0.04,0.76,0.98,12570.99,94.23,211.28,213.46,11183.27,12528.42,690
"'2015-08-22 00:00:00'",177.71,ND,182.22,0.0,0.0,0.16,0.23,12802.87,507.57,132.98,141.28,11178.20,12523.37,691
"'2015-08-23 00:00:00'",160.03,ND,163.46,0.0,0.05,0.0,0.12,12721.07,140.4,122.68,139.76,11184.84,12529.99,692
"'2015-08-24 00:00:00'",185.66,ND,189.11,0.0,0.0,0.71,0.89,12905.83,35.85,151.34,156.11,11186.51,12531.67,693
"'2015-08-25 00:00:00'",191.56,ND,192.43,0.0,0.0,1.46,1.62,12809.18,51.7,158.37,168.56,11210.75,12555.89,694
"'2015-08-26 00:00:00'",193.76,ND,192.06,0.0,0.0,2.63,2.78,12746.68,ND,165.46,205.45,11264.84,12609.99,695
"'2015-08-27 00:00:00'",193.2,ND,194.32,0.0,0.0,2.8,2.82,12858.07,1.23,127.02,160.81,11272.47,12617.64,696
"'2015-08-28 00:00:00'",192.01,ND,195.87,0.0,0.0,2.78,2.92,13085.82,10.0,140.0,172.26,11286.63,12631.79,697
"'2015-08-29 00:00:00'",180.92,ND,186.97,0.0,0.03,2.48,2.22,13018.39,381.85,145.7,126.65,11257.53,12602.70,698
"'2015-08-30 00:00:00'",162.89,ND,165.91,0.0,0.0,1.6,1.63,12814.91,99.2,148.79,109.92,11240.98,12586.13,699
"'2015-08-31 00:00:00'",189.01,ND,191.94,0.0,0.0,1.63,1.91,13111.72,106.43,182.91,129.52,11216.44,12561.59,700
"'2015-09-01 00:00:00'",190.18,ND,192.31,0.0,0.0,0.81,0.87,12128.26,125.42,239.14,116.26,11182.14,12527.28,701
"'2015-09-02 00:00:00'",192.38,ND,194.03,0.57,0.57,0.54,0.77,12113.68,56.81,238.94,143.73,11186.26,12531.41,702
"'2015-09-03 00:00:00'",192.57,ND,193.51,0.55,0.31,0.0,0.0,11744.73,19.32,266.2,110.68,11149.10,12494.25,703
"'2015-09-04 00:00:00'",192.82,ND,195.88,0.54,0.54,0.12,0.31,11850.41,2.2,267.1,96.90,11083.56,12428.71,704
"'2015-09-05 00:00:00'",183.18,ND,187.17,0.05,0.0,0.0,0.0,12461.4,29.02,264.0,109.83,11047.86,12393.00,705
"'2015-09-06 00:00:00'",164.17,ND,163.58,1.06,1.09,0.18,0.28,12435.75,556.43,265.6,211.26,11134.15,12479.29,706
"'2015-09-07 00:00:00'",189.82,ND,192.34,0.4,0.44,0.74,0.87,12974.4,ND,265.75,163.37,11144.16,12489.32,707
"'2015-09-08 00:00:00'",191.66,ND,197.46,0.0,0.0,0.68,0.51,12668.62,ND,256.41,155.24,11140.20,12481.12,708
"'2015-09-09 00:00:00'",192.3,ND,195.79,0.18,0.25,0.22,0.26,12332.21,ND,240.05,118.10,11106.99,12447.85,709
"'2015-09-10 00:00:00'",192.62,ND,193.06,0.23,0.28,0.48,0.41,12716.29,140.6,228.56,175.19,11133.86,12474.73,710
"'2015-09-11 00:00:00'",193.28,ND,186.01,0.0,0.0,0.21,0.28,ND,62.06,240.92,181.27,11170.60,12511.49,711
"'2015-09-12 00:00:00'",182.45,ND,178.67,0.0,0.0,0.12,0.29,12526.59,ND,251.35,115.59,11145.74,12486.63,712
"'2015-09-13 00:00:00'",163.82,ND,162.47,0.0,0.0,0.12,0.2,12463.47,253.62,240.13,94.96,11120.56,12461.45,713
"'2015-09-14 00:00:00'",190.08,ND,193.11,0.0,0.0,0.7,0.56,12769.59,141.39,272.13,87.63,11063.18,12404.06,714
"'2015-09-15 00:00:00'",194.38,ND,199.42,0.0,0.0,2.9,2.63,11339.18,76.22,317.22,98.54,11003.56,12344.44,715
"'2015-09-16 00:00:00'",196.63,ND,199.54,0.0,0.0,2.36,2.22,11492.14,7.26,340.13,82.34,10936.43,12277.34,716
"'2015-09-17 00:00:00'",196.07,ND,195.28,0.0,0.0,2.8,2.75,11427.44,221.14,340.28,99.37,10885.56,12226.47,717
"'2015-09-18 00:00:00'",197.16,ND,194.71,0.0,0.0,3.76,3.8,11630.57,89.99,340.85,104.88,10838.21,12179.08,718
"'2015-09-19 00:00:00'",186.84,ND,184.45,0.0,0.0,4.04,4.31,11654.91,195.37,326.55,128.36,10818.49,12159.37,719
"'2015-09-20 00:00:00'",167.53,ND,165.07,0.0,0.0,4.26,4.31,11317.44,213.96,349.26,190.99,10881.94,12222.83,720
"'2015-09-21 00:00:00'",193.48,ND,192.69,0.0,0.0,3.55,3.41,11146.14,30.67,510.5,121.22,10841.95,12182.86,721
"'2015-09-22 00:00:00'",193.19,ND,195.98,0.0,0.0,1.03,1.13,11213.11,25.84,823.56,90.58,10787.92,12128.81,722
"'2015-09-23 00:00:00'",192.46,ND,194.57,0.0,0.0,0.18,0.29,11979.38,210.71,910.24,88.85,10750.68,12091.60,723
"'2015-09-24 00:00:00'",192.44,ND,193.75,0.0,0.0,1.47,1.45,10409.47,246.88,871.75,95.88,10712.13,12053.00,724
"'2015-09-25 00:00:00'",191.12,ND,195.4,0.0,0.0,0.18,0.27,11689.72,39.95,910.63,85.43,10661.15,12002.07,725
"'2015-09-26 00:00:00'",181.05,ND,184.52,0.0,0.09,0.0,0.12,11601.59,78.5,944.33,66.80,10618.22,11959.11,726
"'2015-09-27 00:00:00'",161.95,ND,167.05,0.0,0.0,0.0,0.1,11540.23,343.39,835.83,63.34,10579.36,11920.26,727
"'2015-09-28 00:00:00'",190.52,ND,194.58,0.0,0.0,0.0,0.0,11383.09,95.93,972.6,62.68,10512.57,11853.44,728
"'2015-09-29 00:00:00'",193.64,ND,195.98,0.0,0.0,0.18,0.19,10105.34,94.46,1079.6,71.85,10467.69,11808.57,729
"'2015-09-30 00:00:00'",194.26,ND,190.22,0.0,0.0,0.18,0.24,10295.27,437.24,1135.79,78.67,10432.95,11773.85,730
"'2015-10-01 00:00:00'",194.16,ND,186.49,0.0,0.0,0.0,0.03,9331.9,35.96,1504.26,70.04,10379.47,11720.35,731
"'2015-10-02 00:00:00'",194.01,ND,187.8,0.0,0.0,0.0,0.02,9067.0,23.49,1781.0,81.77,10336.63,11677.53,732
"'2015-10-03 00:00:00'",183.28,ND,179.51,0.0,0.0,0.0,0.02,8850.33,620.9,1957.71,117.72,10339.53,11680.41,733
"'2015-10-04 00:00:00'",163.61,ND,161.35,0.0,0.0,0.0,0.01,9092.95,860.0,1988.22,81.75,10327.95,11668.86,734
"'2015-10-05 00:00:00'",191.35,ND,190.32,0.0,0.0,0.0,0.11,9684.12,69.29,1971.3,84.24,10291.57,11632.45,735
"'2015-10-06 00:00:00'",194.34,ND,195.48,0.0,0.0,0.0,0.1,9596.63,133.21,1841.5,69.89,10288.97,11634.97,736
"'2015-10-07 00:00:00'",194.29,ND,193.68,0.0,0.0,0.0,0.09,9435.17,31.21,1897.77,78.90,10243.67,11589.66,737
"'2015-10-08 00:00:00'",194.1,ND,193.92,0.0,0.0,0.0,0.0,9159.26,ND,1952.54,148.21,10211.53,11557.53,738
"'2015-10-09 00:00:00'",194.86,ND,193.95,0.0,0.05,0.0,0.0,9791.37,37.11,1954.32,98.02,10185.02,11531.01,739
"'2015-10-10 00:00:00'",182.4,ND,180.56,0.0,0.03,0.0,0.0,9566.95,15.41,1030.74,71.25,10147.82,11493.80,740
"'2015-10-11 00:00:00'",163.14,ND,157.27,0.0,0.01,0.0,0.0,10763.79,158.78,836.54,140.54,10204.88,11550.89,741
"'2015-10-12 00:00:00'",163.91,ND,160.92,0.0,0.01,0.0,0.0,10504.47,15.28,1155.17,89.52,10217.29,11563.29,742
"'2015-10-13 00:00:00'",191.07,ND,188.15,0.0,0.0,0.0,0.02,10480.57,56.08,1345.23,125.71,10238.59,11584.57,743
"'2015-10-14 00:00:00'",194.07,ND,185.82,0.0,0.0,0.0,0.01,10714.39,69.49,1313.48,127.03,10269.09,11615.07,744
"'2015-10-15 00:00:00'",193.24,ND,186.82,0.0,0.0,0.0,0.01,10703.53,31.3,1089.61,182.06,10327.58,11673.60,745
"'2015-10-16 00:00:00'",193.12,ND,188.36,0.0,0.0,0.0,0.01,11912.72,71.8,1322.29,161.30,10378.87,11724.87,746
"'2015-10-17 00:00:00'",180.52,ND,181.16,0.0,0.0,0.0,0.02,11372.18,15.01,931.53,110.05,10381.58,11727.59,747
"'2015-10-18 00:00:00'",162.34,ND,163.45,0.0,0.0,0.0,0.03,11236.37,154.21,598.48,107.80,10390.40,11736.41,748
"'2015-10-19 00:00:00'",188.13,ND,188.8,0.73,0.69,0.0,0.0,11655.12,2.5,630.3,88.76,10354.38,11700.37,749
"'2015-10-20 00:00:00'",191.6,ND,192.19,0.38,0.38,0.0,0.0,10984.23,15.04,743.93,76.64,10311.89,11657.88,750
"'2015-10-21 00:00:00'",192.52,ND,192.43,0.55,0.48,0.0,0.0,11450.37,148.21,782.91,79.75,10274.02,11620.02,751
"'2015-10-22 00:00:00'",193.12,ND,195.07,0.69,0.68,0.0,0.0,11455.74,9.28,804.27,74.68,10232.90,11578.88,752
"'2015-10-23 00:00:00'",193.13,ND,193.56,0.0,0.0,0.0,0.03,10704.97,2.49,810.38,73.37,10177.45,11523.45,753
"'2015-10-24 00:00:00'",182.41,ND,177.27,0.0,0.0,0.0,0.0,11289.46,4.38,805.28,102.51,10175.09,11521.10,754
"'2015-10-25 00:00:00'",164.37,ND,153.35,0.0,0.0,0.0,0.02,11093.38,1.75,810.38,110.66,10209.33,11555.33,755
"'2015-10-26 00:00:00'",190.92,ND,181.14,0.0,0.11,0.0,0.11,11009.11,71.0,804.41,110.02,10210.50,11556.50,756
"'2015-10-27 00:00:00'",193.07,ND,186.8,0.0,0.1,0.0,0.13,11077.67,622.19,808.65,88.84,10189.72,11535.70,757
"'2015-10-28 00:00:00'",193.89,ND,190.64,0.0,0.11,0.0,0.16,10828.97,ND,810.38,87.04,10165.66,11511.63,758
"'2015-10-29 00:00:00'",194.28,ND,191.4,0.0,0.11,0.0,0.13,10651.3,84.12,810.38,94.24,10145.74,11491.73,759
"'2015-10-30 00:00:00'",192.86,ND,190.06,0.0,0.1,0.0,0.15,10724.28,7.3,810.38,94.10,10128.07,11474.05,760
"'2015-10-31 00:00:00'",179.33,ND,179.05,0.0,0.0,0.0,0.9,10402.67,196.49,810.36,77.36,10101.63,11447.60,761
"'2015-11-01 00:00:00'",160.44,ND,157.08,0.0,0.05,0.55,0.63,9981.06,38.4,810.38,117.39,10139.14,11485.15,762
"'2015-11-02 00:00:00'",161.84,ND,156.04,0.0,0.0,0.1,0.13,10391.24,262.69,810.38,136.56,10194.04,11540.03,763
"'2015-11-03 00:00:00'",189.75,ND,182.26,0.0,0.06,0.45,0.53,11094.84,65.85,805.78,94.43,10182.31,11528.29,764
"'2015-11-04 00:00:00'",192.68,ND,184.8,0.0,0.0,0.0,0.02,10854.51,421.68,810.38,118.07,10190.05,11536.04,765
"'2015-11-05 00:00:00'",193.53,ND,183.68,0.0,0.09,0.0,0.12,10784.79,140.65,810.38,170.01,10244.16,11590.17,766
"'2015-11-06 00:00:00'",190.04,ND,187.08,0.0,0.0,0.0,0.02,10616.77,12.13,807.54,180.72,10311.34,11657.32,767
"'2015-11-07 00:00:00'",178.95,ND,177.36,0.0,0.0,0.0,0.02,11269.88,11.2,762.08,206.03,10417.73,11763.71,768
"'2015-11-08 00:00:00'",161.69,ND,159.01,0.0,0.09,0.0,0.1,11229.46,148.78,591.4,177.47,10510.94,11856.95,769
"'2015-11-09 00:00:00'",185.53,ND,183.15,0.0,0.09,0.0,0.1,11278.42,75.04,663.73,131.86,10548.10,11894.09,770
"'2015-11-10 00:00:00'",187.94,ND,185.92,0.0,0.1,0.0,0.14,11199.07,6.05,671.26,187.18,10630.25,11976.24,771
"'2015-11-11 00:00:00'",189.1,ND,186.64,0.0,0.11,0.0,0.1,11668.69,9.51,716.43,121.08,10647.27,11993.26,772
"'2015-11-12 00:00:00'",189.56,ND,189.76,0.0,0.1,0.0,0.11,11709.7,176.2,689.01,100.29,10635.51,11981.50,773
"'2015-11-13 00:00:00'",189.64,ND,189.32,0.24,0.24,0.0,0.0,11636.33,ND,675.66,85.03,10618.70,11964.68,774
"'2015-11-14 00:00:00'",179.68,ND,179.39,0.0,0.09,0.0,0.09,11444.2,45.92,752.47,93.00,10609.91,11955.91,775
"'2015-11-15 00:00:00'",158.54,ND,158.84,0.0,0.09,0.0,0.1,10285.25,479.04,822.82,134.03,10644.13,11990.11,776
"'2015-11-16 00:00:00'",159.97,ND,160.82,0.0,0.0,0.0,0.01,11095.87,189.26,822.68,110.78,11299.54,12852.94,777
"'2015-11-17 00:00:00'",188.66,ND,180.26,0.0,0.0,0.0,0.12,11570.8,59.11,799.57,150.55,11331.85,12885.23,778
"'2015-11-18 00:00:00'",191.64,ND,182.38,0.0,0.0,0.0,0.02,11542.23,1.16,822.81,141.84,11353.65,12907.03,779
"'2015-11-19 00:00:00'",192.38,ND,184.28,0.0,0.0,0.0,0.02,11561.41,93.07,822.81,128.69,11363.22,12916.61,780
"'2015-11-20 00:00:00'",191.81,ND,186.7,0.0,0.0,0.0,0.04,11966.29,290.67,822.81,142.16,11388.30,12941.71,781
"'2015-11-21 00:00:00'",177.69,ND,176.89,0.0,0.0,0.0,0.04,12019.41,42.44,822.57,136.97,11421.57,12974.94,782
"'2015-11-22 00:00:00'",157.49,ND,159.91,0.0,0.0,0.0,0.02,11391.03,1072.91,530.83,133.70,11459.82,13013.21,783
"'2015-11-23 00:00:00'",184.72,ND,185.43,0.0,0.0,0.0,0.03,11892.23,17.84,718.88,136.90,11487.97,13041.34,784
"'2015-11-24 00:00:00'",188.05,ND,188.52,0.0,0.0,0.39,0.43,11811.34,20.0,732.14,115.19,11500.22,13053.60,785
"'2015-11-25 00:00:00'",190.08,ND,190.72,0.0,0.0,0.39,0.42,12021.97,89.16,820.14,131.11,11521.34,13074.73,786
"'2015-11-26 00:00:00'",190.54,ND,192.13,0.0,0.0,0.39,0.44,11850.43,250.08,819.64,101.76,11511.44,13064.81,787
"'2015-11-27 00:00:00'",190.26,ND,191.1,0.0,0.0,0.2,0.23,12016.48,50.28,781.83,110.78,11516.31,13069.69,788
"'2015-11-28 00:00:00'",179.59,ND,178.03,0.0,0.0,0.18,0.17,11906.28,93.18,811.24,100.27,11520.31,13073.71,789
"'2015-11-29 00:00:00'",159.95,ND,161.39,0.0,0.0,0.0,0.02,11792.91,1311.33,814.61,92.95,11530.65,13084.05,790
