date,generacion_total_programada_redespacho,generacion_total_programada_despacho,generacion_total_real,importacion_programada_redespacho,importacion__real,exportacion_programada_redespacho,exportacion__real,disponibilidad_real,demanda_no_atendida,costo_marginal_promedio_redespacho,aportes_hidricos,volumen_util_diario,volumen,id
"'2017-10-01 00:00:00'",162.83,162.83,159.23,0.0,0.13,0.0,0.04,13725.37,418.58,99.46,166.00,12749.74,14322.34,1462
"'2017-10-02 00:00:00'",188.92,188.92,184.31,0.0,0.12,0.0,0.05,13675.48,160.26,107.89,210.59,12793.21,14365.86,1463
"'2017-10-03 00:00:00'",192.21,192.21,187.87,0.0,0.09,0.0,0.0,13478.55,187.18,108.2,198.03,12810.78,14383.39,1464
"'2017-10-04 00:00:00'",191.17,191.17,185.69,0.0,0.12,0.0,0.0,13461.09,60.55,109.71,216.12,12845.40,14418.00,1465
"'2017-10-05 00:00:00'",192.83,192.66,184.86,0.0,0.07,0.0,0.0,13098.25,ND,146.4,178.22,12855.05,14427.65,1466
"'2017-10-06 00:00:00'",192.78,192.78,184.7,0.0,0.13,0.0,0.0,12836.47,39.49,114.21,156.20,12845.07,14417.67,1467
"'2017-10-07 00:00:00'",182.05,182.05,178.83,0.0,0.09,0.0,0.0,12478.2,48.88,122.9,134.30,12822.93,14395.55,1468
"'2017-10-08 00:00:00'",163.7,163.7,163.97,0.0,0.13,0.0,0.0,12737.02,319.72,111.52,118.16,12790.69,14363.31,1469
"'2017-10-09 00:00:00'",187.77,187.77,187.3,0.0,0.13,0.0,0.04,13925.4,187.94,109.34,132.00,12738.12,14310.72,1470
"'2017-10-10 00:00:00'",190.59,190.59,190.42,0.0,0.13,0.0,0.04,13518.21,214.05,114.67,145.59,12701.00,14273.61,1471
"'2017-10-11 00:00:00'",191.4,191.51,189.54,0.0,0.14,0.0,0.04,13447.39,131.25,118.42,171.16,12693.26,14265.88,1472
"'2017-10-12 00:00:00'",191.72,191.72,193.26,0.0,0.1,0.0,0.03,13866.25,ND,119.81,123.22,12634.75,14207.37,1473
"'2017-10-13 00:00:00'",191.17,191.17,194.32,0.0,0.13,0.0,0.04,13855.49,10.62,119.13,126.29,12579.01,14151.62,1474
"'2017-10-14 00:00:00'",179.03,179.03,182.26,0.0,0.12,0.0,0.04,13501.94,66.08,117.24,130.40,12544.99,14117.59,1475
"'2017-10-15 00:00:00'",161.84,161.84,162.97,0.0,0.13,0.0,0.04,12811.56,92.35,115.21,125.65,12527.90,14100.50,1476
"'2017-10-16 00:00:00'",164.74,164.74,170.13,0.0,0.13,0.0,0.05,13333.93,123.79,116.23,138.87,12499.42,14072.01,1477
"'2017-10-17 00:00:00'",188.39,188.39,195.92,0.0,0.16,0.0,0.06,13351.53,60.55,141.27,109.01,12421.15,13993.78,1478
"'2017-10-18 00:00:00'",190.97,190.97,198.31,0.0,0.11,0.0,0.07,13528.64,142.05,126.1,111.37,12356.60,13929.22,1479
"'2017-10-19 00:00:00'",191.94,191.94,196.99,0.0,0.1,0.0,0.08,13382.95,62.28,129.3,112.54,12290.38,13862.96,1480
"'2017-10-20 00:00:00'",191.58,191.58,197.7,0.0,0.13,0.0,0.05,13731.48,54.72,141.03,119.69,12230.21,13802.79,1481
"'2017-10-21 00:00:00'",180.37,180.37,187.56,0.0,0.13,0.0,0.05,13144.24,196.94,184.36,132.85,12195.45,13768.04,1482
"'2017-10-22 00:00:00'",161.87,161.87,164.36,0.0,0.11,0.0,0.04,13205.84,110.45,141.62,161.60,12206.33,13778.94,1483
"'2017-10-23 00:00:00'",187.59,187.59,186.19,0.0,0.13,0.0,0.04,13556.5,51.86,157.44,129.91,12172.14,13744.72,1484
"'2017-10-24 00:00:00'",191.91,191.91,187.21,0.0,0.13,0.0,0.06,13371.83,190.3,157.24,118.98,12122.02,13694.64,1485
"'2017-10-25 00:00:00'",191.18,191.18,185.82,0.0,0.14,0.0,0.07,13395.44,82.35,159.46,109.84,12060.29,13632.91,1486
"'2017-10-26 00:00:00'",191.09,191.09,186.9,0.0,0.14,0.0,0.06,13581.68,1.07,166.11,160.61,12035.90,13608.50,1487
"'2017-10-27 00:00:00'",191.27,191.27,186.76,0.0,0.12,0.0,0.06,13557.84,149.1,158.11,127.61,11989.85,13562.47,1488
"'2017-10-28 00:00:00'",179.69,179.51,175.18,0.26,0.29,0.0,0.04,13527.18,182.11,152.58,191.68,12014.44,13587.04,1489
"'2017-10-29 00:00:00'",160.83,160.77,154.15,0.14,0.24,0.0,0.05,13530.44,113.8,141.75,257.39,12127.69,13700.29,1490
"'2017-10-30 00:00:00'",185.5,185.5,179.85,0.0,0.13,0.0,0.05,13655.84,ND,116.93,169.19,12132.93,13705.55,1491
"'2017-10-31 00:00:00'",188.79,188.79,183.12,0.0,0.12,0.0,0.04,13293.31,54.61,92.03,166.78,12122.48,13695.10,1492
"'2017-11-01 00:00:00'",189.32,189.62,186.17,0.4,0.51,0.0,0.05,13165.58,245.55,120.52,165.62,12099.48,13672.08,1493
"'2017-11-02 00:00:00'",186.99,186.98,187.57,2.96,3.02,0.0,0.01,13252.13,47.6,113.86,149.83,12067.82,13640.42,1494
"'2017-11-03 00:00:00'",184.41,184.41,186.2,4.36,4.31,0.0,0.01,13541.56,194.49,132.72,174.22,12059.10,13631.72,1495
"'2017-11-04 00:00:00'",172.49,172.47,173.77,0.93,0.98,0.0,0.03,13626.29,1.3,127.85,261.72,12147.95,13720.56,1496
"'2017-11-05 00:00:00'",157.57,157.57,157.96,1.43,1.47,0.0,0.02,13727.7,160.79,121.13,159.29,12170.93,13743.53,1497
"'2017-11-06 00:00:00'",163.22,163.22,161.89,0.0,0.13,0.0,0.05,13888.71,312.65,124.11,147.72,12177.85,13750.44,1498
"'2017-11-07 00:00:00'",187.78,187.78,187.39,0.0,0.08,0.0,0.0,13642.02,81.18,128.26,120.96,12129.15,13701.77,1499
"'2017-11-08 00:00:00'",188.71,188.71,189.48,0.0,0.14,0.0,0.0,13604.4,7.79,130.83,174.12,12125.42,13698.03,1500
"'2017-11-09 00:00:00'",190.8,190.8,189.36,0.0,0.07,0.0,0.0,13709.36,19.17,160.33,164.70,12121.83,13694.44,1501
"'2017-11-10 00:00:00'",190.03,190.03,189.49,0.0,0.13,0.0,0.0,13597.17,27.14,131.14,170.42,12121.18,13693.79,1502
"'2017-11-11 00:00:00'",179.26,179.26,179.34,0.0,0.1,0.0,0.0,13312.15,55.02,143.47,178.46,12141.53,13714.17,1503
"'2017-11-12 00:00:00'",157.64,157.66,159.57,1.72,1.8,0.0,0.0,13210.47,809.48,126.3,154.89,12154.38,13726.99,1504
"'2017-11-13 00:00:00'",163.82,163.82,166.42,0.0,0.1,0.0,0.06,13281.68,234.9,131.0,128.36,12130.59,13703.21,1505
"'2017-11-14 00:00:00'",188.29,188.2,186.17,0.0,0.13,0.0,0.05,13122.21,6.84,153.77,159.25,12126.94,13699.56,1506
"'2017-11-15 00:00:00'",189.94,189.94,185.72,0.0,0.12,0.0,0.05,13285.72,18.58,149.5,259.82,12210.77,13783.36,1507
"'2017-11-16 00:00:00'",186.66,186.5,184.74,0.0,0.11,0.0,0.05,13377.3,321.04,146.33,287.10,12308.62,13881.23,1508
"'2017-11-17 00:00:00'",190.63,190.63,188.78,0.0,0.13,0.0,0.05,13317.87,3.0,144.23,256.55,12353.82,13926.41,1509
"'2017-11-18 00:00:00'",179.64,179.64,177.2,0.0,0.12,0.0,0.04,13417.76,26.7,128.41,273.34,12442.99,14015.61,1510
"'2017-11-19 00:00:00'",162.28,162.28,159.7,0.0,0.11,0.0,0.06,13515.2,ND,115.61,296.64,12557.40,14130.02,1511
"'2017-11-20 00:00:00'",185.17,185.17,185.61,0.0,0.12,0.0,0.05,13420.85,11.11,86.19,271.81,12600.57,14173.19,1512
"'2017-11-21 00:00:00'",188.41,189.47,189.8,0.0,0.13,0.35,0.05,13295.1,220.33,98.04,228.00,12600.56,14173.17,1513
"'2017-11-22 00:00:00'",189.72,189.72,190.96,0.0,0.13,0.0,0.05,12997.53,57.4,95.96,173.77,12590.84,14163.47,1514
"'2017-11-23 00:00:00'",189.98,189.98,192.61,0.0,0.13,0.0,0.04,13518.67,63.02,102.72,167.44,12570.50,14143.11,1515
"'2017-11-24 00:00:00'",188.97,188.97,190.16,0.0,0.13,0.0,0.06,13820.64,2.03,83.77,198.26,12576.80,14149.44,1516
"'2017-11-25 00:00:00'",176.78,176.78,179.82,0.0,0.13,0.0,0.05,13907.84,83.96,80.39,185.90,12588.33,14160.92,1517
"'2017-11-26 00:00:00'",158.43,158.43,163.01,0.0,0.12,0.0,0.04,14038.84,1379.76,65.69,153.75,12600.47,14173.06,1518
"'2017-11-27 00:00:00'",185.4,185.4,192.14,0.0,0.14,0.55,0.12,14033.82,137.7,74.43,145.31,12559.81,14132.40,1519
"'2017-11-28 00:00:00'",183.18,185.7,190.59,0.0,0.12,0.13,0.05,14022.79,115.98,73.43,142.79,12522.00,14094.61,1520
"'2017-11-29 00:00:00'",188.14,188.14,195.33,0.0,0.13,0.09,0.05,14159.65,204.13,69.88,135.17,12479.56,14052.18,1521
"'2017-11-30 00:00:00'",190.51,190.85,194.82,0.0,0.11,0.17,0.04,14190.42,98.6,72.71,133.75,12436.36,14008.97,1522
"'2017-12-01 00:00:00'",189.67,189.67,191.23,0.0,0.12,0.0,0.04,14184.51,2.01,73.15,153.46,12415.32,13987.95,1523
"'2017-12-02 00:00:00'",179.17,179.17,181.79,0.0,0.11,0.0,0.0,14311.26,16.67,69.8,175.48,12424.68,13997.32,1524
"'2017-12-03 00:00:00'",161.41,161.41,164.71,0.0,0.13,0.0,0.05,14118.47,ND,68.25,157.12,12419.25,13991.84,1525
"'2017-12-04 00:00:00'",186.34,186.34,190.44,0.0,0.13,0.0,0.05,14124.01,302.8,84.41,151.14,12389.14,13961.76,1526
"'2017-12-05 00:00:00'",189.22,189.22,192.57,0.0,0.13,0.0,0.05,13788.95,248.0,68.53,172.14,12366.46,13939.08,1527
"'2017-12-06 00:00:00'",190.9,190.9,193.99,0.0,0.12,0.0,0.05,14158.08,4.26,71.44,120.56,12296.67,13869.28,1528
"'2017-12-07 00:00:00'",190.59,190.59,192.14,0.0,0.14,0.0,0.07,14345.55,3.5,109.12,119.57,12241.30,13813.93,1529
"'2017-12-08 00:00:00'",169.66,169.66,170.94,0.0,0.13,0.0,0.04,14460.41,38.0,74.8,144.59,12209.69,13782.30,1530
"'2017-12-09 00:00:00'",177.26,177.26,177.23,0.0,0.12,0.0,0.04,14503.48,2.7,78.21,225.72,12237.36,13809.96,1531
"'2017-12-10 00:00:00'",160.98,160.82,162.17,0.0,0.12,0.0,0.04,14411.49,19.35,70.35,175.34,12257.96,13830.57,1532
"'2017-12-11 00:00:00'",183.41,183.41,188.36,0.0,0.07,0.0,0.0,14421.0,17.0,74.72,169.19,12241.68,13814.28,1533
"'2017-12-12 00:00:00'",185.08,185.08,190.22,0.0,0.14,0.0,0.05,14365.84,146.17,102.6,182.57,12245.89,13818.50,1534
"'2017-12-13 00:00:00'",187.35,187.35,188.55,0.0,0.08,0.0,0.0,13939.5,207.47,107.16,141.27,12211.93,13784.54,1535
"'2017-12-14 00:00:00'",190.47,190.47,191.73,0.0,0.13,0.0,0.04,14384.53,149.42,71.15,109.41,12164.20,13736.82,1536
"'2017-12-15 00:00:00'",188.18,188.18,191.22,0.0,0.08,0.0,0.0,14460.57,ND,68.78,104.26,12103.67,13676.30,1537
"'2017-12-16 00:00:00'",176.16,176.16,180.08,0.0,0.11,0.0,0.03,14572.13,333.95,69.66,103.47,12005.52,13578.14,1538
"'2017-12-17 00:00:00'",158.43,158.58,163.89,0.0,0.08,0.0,0.0,14453.08,190.5,67.09,87.52,11944.81,13517.42,1539
"'2017-12-18 00:00:00'",186.25,185.38,189.7,0.0,0.09,1.0,1.07,14392.72,11.44,81.93,85.72,11846.86,13419.49,1540
"'2017-12-19 00:00:00'",191.1,191.1,194.93,0.0,0.03,2.55,2.85,14336.88,304.93,74.62,76.55,11738.51,13311.12,1541
"'2017-12-20 00:00:00'",189.22,190.42,189.43,0.0,0.08,1.0,1.11,14247.72,1.73,87.21,78.56,11662.51,13235.13,1542
"'2017-12-21 00:00:00'",191.6,191.82,194.65,0.0,0.06,2.57,2.43,14444.78,ND,96.54,82.40,11528.55,13101.15,1543
"'2017-12-22 00:00:00'",186.8,187.43,190.98,0.0,0.09,1.17,1.29,14493.39,44.29,103.96,77.52,11424.63,12997.25,1544
"'2017-12-23 00:00:00'",174.72,174.72,177.54,0.0,0.12,0.0,0.05,14644.22,91.13,110.34,81.90,11340.77,12913.36,1545
"'2017-12-24 00:00:00'",160.1,160.1,158.97,0.0,0.12,0.0,0.05,14670.82,1.97,115.6,91.26,11280.27,12852.88,1546
"'2017-12-25 00:00:00'",146.78,146.78,146.51,0.0,0.09,0.0,0.03,14749.05,6.23,119.38,96.43,11243.55,12816.16,1547
"'2017-12-26 00:00:00'",181.43,181.43,176.93,0.0,0.11,0.23,0.2,14747.52,ND,134.92,99.76,11175.60,12748.23,1548
"'2017-12-27 00:00:00'",182.64,183.2,180.37,0.0,0.13,0.0,0.05,14758.74,23.17,137.5,132.95,11155.89,12728.52,1549
"'2017-12-28 00:00:00'",180.92,180.92,180.6,0.0,0.12,0.0,0.09,14642.45,128.3,134.32,115.05,11112.12,12684.73,1550
"'2017-12-29 00:00:00'",177.56,177.56,177.3,0.0,0.12,0.0,0.05,14658.98,28.4,123.48,126.90,11087.78,12660.40,1551
"'2017-12-30 00:00:00'",169.32,169.32,165.28,1.09,1.18,0.0,0.04,14723.34,441.05,157.55,131.23,11081.17,12653.78,1552
"'2017-12-31 00:00:00'",149.62,149.62,146.61,3.85,4.09,0.0,0.0,14780.54,ND,145.79,131.40,11091.03,12663.63,1553
"'2018-01-01 00:00:00'",137.57,137.57,134.47,ND,ND,ND,ND,14706.62,1.4,114.66,112.99,11164.04,12736.67,1554
"'2018-01-02 00:00:00'",164.87,164.87,159.13,1.46,1.54,0.0,0.0,14737.7,ND,133.28,146.50,11140.59,12713.18,1555
"'2018-01-03 00:00:00'",175.98,175.97,166.64,4.8,4.54,0.0,0.0,14659.23,3.14,134.92,152.44,11154.17,12726.79,1556
"'2018-01-04 00:00:00'",177.38,182.18,170.67,4.8,4.79,0.0,0.0,14716.01,2.78,141.95,145.77,11157.61,12730.24,1557
"'2018-01-05 00:00:00'",179.11,179.17,176.43,1.81,1.77,0.0,0.0,14553.34,78.67,131.74,151.53,11160.98,12733.60,1558
"'2018-01-06 00:00:00'",166.18,166.18,166.16,3.89,4.08,0.0,0.0,14211.25,30.04,130.97,119.07,11149.49,12722.11,1559
"'2018-01-07 00:00:00'",152.45,152.45,153.61,1.48,1.6,0.0,0.0,14357.03,ND,127.27,108.68,11135.36,12707.95,1560
"'2018-01-08 00:00:00'",153.25,153.25,155.18,3.61,3.5,0.0,0.0,14411.69,2.77,125.81,96.39,11106.90,12679.53,1561
"'2018-01-09 00:00:00'",176.92,176.97,176.2,2.25,2.32,0.0,0.02,14622.99,90.81,120.07,143.72,11107.14,12679.76,1562
"'2018-01-10 00:00:00'",179.75,179.23,177.76,2.48,2.58,0.0,0.01,14498.51,71.95,130.33,157.65,11118.42,12691.00,1563
"'2018-01-11 00:00:00'",184.5,183.7,184.79,0.0,0.14,0.0,0.06,14333.35,13.9,130.03,140.48,11101.85,12674.46,1564
"'2018-01-12 00:00:00'",183.12,182.03,185.12,0.4,0.54,0.0,0.04,14482.88,18.53,128.42,160.48,11088.52,12661.12,1565
"'2018-01-13 00:00:00'",175.27,175.27,175.76,0.0,0.13,0.0,0.04,14635.42,50.77,126.13,114.32,11030.90,12603.50,1566
"'2018-01-14 00:00:00'",160.74,160.74,160.3,0.0,0.13,0.0,0.04,14543.03,100.86,125.17,115.19,11020.84,12593.47,1567
"'2018-01-15 00:00:00'",184.22,183.42,184.54,0.0,0.09,0.0,0.0,14537.18,ND,101.12,123.47,10993.63,12566.25,1568
"'2018-01-16 00:00:00'",185.85,185.85,183.61,2.84,2.9,0.0,0.02,14223.63,78.22,121.83,123.53,10953.84,12526.45,1569
"'2018-01-17 00:00:00'",183.29,183.29,180.79,5.7,5.57,0.0,0.0,14343.33,ND,106.23,146.29,10948.62,12521.24,1570
"'2018-01-18 00:00:00'",181.26,181.26,178.5,7.2,7.19,0.0,0.0,14457.36,121.27,115.32,167.85,10962.44,12535.05,1571
"'2018-01-19 00:00:00'",182.46,180.66,183.09,5.4,4.97,0.0,0.0,14174.4,52.8,114.49,192.93,10991.85,12564.46,1572
"'2018-01-20 00:00:00'",169.91,169.91,171.26,6.9,6.88,0.0,0.0,13926.85,ND,105.07,150.62,10984.89,12557.50,1573
"'2018-01-21 00:00:00'",156.45,157.03,158.64,3.96,4.0,0.0,0.0,14184.82,ND,81.65,121.49,10960.31,12532.91,1574
"'2018-01-22 00:00:00'",180.23,180.23,181.35,7.2,7.25,0.0,0.0,13955.14,8.54,111.59,98.82,10899.90,12472.52,1575
"'2018-01-23 00:00:00'",183.32,183.4,183.93,7.15,7.25,0.0,0.0,13559.89,17.18,108.41,100.99,10837.54,12410.19,1576
"'2018-01-24 00:00:00'",183.35,183.35,183.13,6.74,6.94,0.0,0.0,13374.03,ND,104.36,92.15,10764.38,12337.01,1577
"'2018-01-25 00:00:00'",186.46,186.46,187.38,4.76,4.95,0.0,0.02,13615.07,ND,104.05,75.48,10671.93,12244.55,1578
"'2018-01-26 00:00:00'",185.17,185.33,186.39,5.74,5.93,0.0,0.0,13903.28,ND,103.6,81.24,10592.28,12164.91,1579
"'2018-01-27 00:00:00'",173.47,173.47,179.16,7.2,7.17,0.0,0.0,13991.81,ND,113.9,85.79,10519.59,12092.19,1580
"'2018-01-28 00:00:00'",154.82,154.82,156.79,7.2,7.19,0.0,0.0,14029.68,434.35,107.5,91.81,10476.77,12049.36,1581
"'2018-01-29 00:00:00'",181.7,180.8,185.62,6.01,5.81,0.0,0.01,14135.92,ND,116.11,80.18,10392.14,11964.75,1582
"'2018-01-30 00:00:00'",188.95,188.96,192.37,1.76,1.84,0.0,0.02,14180.05,3.56,108.84,92.31,10302.02,11874.64,1583
"'2018-01-31 00:00:00'",191.57,191.57,194.36,0.0,0.13,0.0,0.05,13530.97,ND,120.76,77.36,10206.24,11778.85,1584
"'2018-02-01 00:00:00'",189.15,189.15,191.78,1.5,1.55,0.0,0.02,13636.33,ND,126.36,71.82,10111.98,11684.62,1585
"'2018-02-02 00:00:00'",188.9,188.9,194.13,1.8,1.89,0.0,0.01,14004.5,ND,124.4,80.55,10035.16,11607.77,1586
"'2018-02-03 00:00:00'",179.31,179.31,179.69,0.0,0.13,0.0,0.05,13364.68,260.66,135.96,109.49,10007.18,11579.78,1587
"'2018-02-04 00:00:00'",162.84,162.84,162.22,0.0,0.13,0.0,0.05,13952.99,198.2,135.91,81.87,9971.56,11544.15,1588
"'2018-02-05 00:00:00'",184.25,184.39,183.08,2.79,2.79,0.0,0.0,14191.57,121.96,133.76,76.07,9905.54,11478.14,1589
"'2018-02-06 00:00:00'",185.36,185.57,186.37,2.7,2.72,0.0,0.0,14020.42,133.9,123.88,85.55,9839.64,11412.23,1590
"'2018-02-07 00:00:00'",185.93,185.93,187.72,3.05,3.03,0.0,0.0,13665.48,21.0,129.76,77.07,9773.28,11345.87,1591
"'2018-02-08 00:00:00'",186.23,186.08,190.01,2.24,2.15,0.0,0.0,13639.23,8.58,112.66,69.52,9686.44,11259.06,1592
"'2018-02-09 00:00:00'",187.61,187.69,191.07,0.2,0.33,0.0,0.04,13577.59,2.76,110.65,63.08,9603.30,11175.91,1593
"'2018-02-10 00:00:00'",175.02,176.0,180.73,0.36,0.42,0.0,0.02,13301.73,89.66,119.77,74.53,9537.56,11110.15,1594
"'2018-02-11 00:00:00'",161.43,159.9,162.3,0.7,0.78,0.0,0.03,12980.5,66.0,121.34,84.30,9510.76,11083.37,1595
"'2018-02-12 00:00:00'",187.49,188.09,184.62,0.37,0.67,0.0,0.03,13310.54,ND,121.71,87.14,9462.82,11035.44,1596
"'2018-02-13 00:00:00'",191.07,189.82,186.04,0.35,0.5,0.0,0.04,13523.32,12.8,122.14,77.57,9405.85,10978.45,1597
"'2018-02-14 00:00:00'",191.86,190.84,187.92,0.0,0.14,0.0,0.05,13324.04,ND,100.81,74.77,9352.26,10924.87,1598
"'2018-02-15 00:00:00'",191.07,191.19,187.79,0.05,0.18,0.0,0.05,13151.64,11.92,105.11,86.76,9299.25,10871.86,1599
"'2018-02-16 00:00:00'",190.8,190.63,190.95,0.0,0.13,0.0,0.05,13539.6,245.66,119.17,84.49,9237.00,10809.61,1600
"'2018-02-17 00:00:00'",179.69,179.69,178.4,0.0,0.12,0.0,0.05,13731.73,493.74,118.82,88.39,9180.79,10753.38,1601
"'2018-02-18 00:00:00'",162.68,162.68,162.01,0.0,0.12,0.0,0.05,13839.77,1031.49,117.14,83.89,9146.48,10719.10,1602
"'2018-02-19 00:00:00'",189.6,189.6,186.73,0.0,0.16,0.0,0.04,13369.74,147.5,123.27,95.53,9077.22,10649.82,1603
"'2018-02-20 00:00:00'",192.35,192.35,189.56,0.0,0.17,0.0,0.04,13479.85,25.76,125.02,82.44,8999.16,10571.79,1604
"'2018-02-21 00:00:00'",192.49,192.49,190.62,0.0,0.07,0.0,0.0,13124.79,39.58,135.59,90.01,8926.48,10499.08,1605
"'2018-02-22 00:00:00'",192.66,192.66,188.76,0.0,0.13,0.0,0.06,13472.33,55.46,131.28,84.53,8863.35,10435.95,1606
"'2018-02-23 00:00:00'",191.09,191.09,186.91,0.65,0.72,0.0,0.0,13724.36,74.54,134.58,99.44,8818.31,10390.93,1607
"'2018-02-24 00:00:00'",179.43,179.43,175.69,1.45,1.47,0.0,0.02,14242.99,86.26,124.39,109.36,8790.79,10363.40,1608
"'2018-02-25 00:00:00'",161.56,161.56,157.68,3.1,3.1,0.0,0.0,14149.25,ND,134.13,95.44,8767.34,10339.95,1609
"'2018-02-26 00:00:00'",187.68,187.68,184.88,0.42,0.48,0.0,0.0,14102.58,ND,131.28,85.48,8689.64,10262.26,1610
"'2018-02-27 00:00:00'",190.66,190.66,188.13,0.0,0.12,0.0,0.06,14075.33,ND,138.67,75.88,8614.72,10187.31,1611
"'2018-02-28 00:00:00'",191.33,191.33,186.72,0.0,0.13,0.0,0.06,13939.19,128.26,133.07,67.66,8521.23,10093.83,1612
"'2018-03-01 00:00:00'",191.44,191.44,187.85,0.0,0.13,0.0,0.06,13711.07,117.55,136.78,60.55,8436.99,10009.60,1613
"'2018-03-02 00:00:00'",191.92,191.92,189.85,0.0,0.12,0.0,0.0,13821.75,5.9,143.2,77.44,8329.74,9902.33,1614
"'2018-03-03 00:00:00'",180.5,180.5,179.71,0.0,0.12,0.0,0.0,13821.84,14.83,150.77,78.14,8251.65,9824.29,1615
"'2018-03-04 00:00:00'",163.56,163.56,161.49,0.0,0.07,0.0,0.0,13838.87,59.91,173.48,83.47,8191.73,9764.36,1616
"'2018-03-05 00:00:00'",188.21,188.21,183.83,0.0,0.12,0.0,0.06,13687.93,ND,178.71,104.68,8141.14,9718.91,1617
"'2018-03-06 00:00:00'",191.53,191.53,186.57,0.0,0.12,0.0,0.05,13431.65,4.98,175.89,99.08,8085.02,9662.77,1618
"'2018-03-07 00:00:00'",192.43,192.43,191.1,0.0,0.12,0.0,0.06,13833.19,ND,179.45,87.62,8013.63,9591.39,1619
"'2018-03-08 00:00:00'",192.29,192.29,191.89,0.0,0.13,0.0,0.06,13627.32,44.5,170.98,114.37,7967.63,9545.42,1620
"'2018-03-09 00:00:00'",192.54,192.54,193.84,0.0,0.13,0.0,0.06,13686.16,206.17,176.9,98.96,7896.90,9474.65,1621
"'2018-03-10 00:00:00'",181.46,181.46,185.67,0.0,0.13,0.0,0.05,13594.82,34.47,178.13,73.38,7817.88,9395.65,1622
"'2018-03-11 00:00:00'",160.18,160.18,162.74,3.6,3.66,0.0,0.0,13556.72,ND,180.5,64.28,7760.38,9338.16,1623
"'2018-03-12 00:00:00'",188.31,188.31,195.02,0.0,0.14,0.0,0.05,13882.12,136.05,198.33,57.50,7635.29,9213.05,1624
"'2018-03-13 00:00:00'",181.96,181.67,189.08,0.0,0.02,0.0,0.01,13533.51,98.25,184.31,73.96,7555.92,9133.71,1625
"'2018-03-14 00:00:00'",191.86,191.69,188.18,0.0,0.13,0.0,0.05,13336.7,ND,205.56,72.82,7479.46,9057.25,1626
"'2018-03-15 00:00:00'",194.57,194.57,197.45,0.0,0.13,0.0,0.06,12947.64,20.58,183.77,72.24,7408.86,8986.61,1627
"'2018-03-16 00:00:00'",193.46,193.46,196.78,0.0,0.13,0.0,0.05,13147.56,96.38,185.76,69.99,7327.60,8905.37,1628
"'2018-03-17 00:00:00'",181.99,182.01,187.37,0.0,0.12,0.0,0.05,13264.42,13.1,169.17,70.36,7255.76,8833.51,1629
"'2018-03-18 00:00:00'",162.57,162.57,166.97,0.0,0.13,0.0,0.05,13650.19,80.94,160.35,116.80,7213.74,8791.52,1630
"'2018-03-19 00:00:00'",166.11,166.11,169.49,0.0,0.12,0.0,0.05,13394.15,163.03,152.42,86.53,7171.75,8749.51,1631
"'2018-03-20 00:00:00'",191.07,191.07,191.34,0.0,0.13,0.0,0.06,13688.52,331.78,160.6,92.36,7129.79,8707.55,1632
"'2018-03-21 00:00:00'",193.24,193.24,193.61,0.0,0.11,0.0,0.07,13651.39,106.61,150.77,93.82,7079.03,8656.79,1633
"'2018-03-22 00:00:00'",193.5,193.5,194.74,0.0,0.12,0.0,0.05,13567.36,166.75,140.87,82.73,7015.63,8593.39,1634
"'2018-03-23 00:00:00'",192.82,192.82,194.7,0.0,0.12,0.0,0.05,13724.95,27.6,136.92,96.00,6953.11,8530.92,1635
"'2018-03-24 00:00:00'",181.64,181.64,180.26,0.0,0.12,0.0,0.04,13743.47,23.88,138.97,115.07,6913.45,8491.20,1636
